,Unnamed: 0,spot,pos_summary
2313,2313,県立秦野戸川公園,"1. 施設
・整備された駐車場から川までぐるーっと降りられる
・バーベキュー場が利用できる
・茶屋があり、のんびりお茶やコーヒーが楽しめます
2. 飲食
・美味しいおそば屋さんがある
3. イベント
・春はチューリップが見頃
・夏になると川沿いでバーベキューをやる人が増えます
4. アクティビティ
・アスレチックがある
5. 特徴
・浅いけど気持ちのいい川がある
・駐車場も入園もただなのが魅力
・近くには公園があり、トランポリンがある"
2314,2314,千本浜,"1. 自然の美しさ
・海風が気持ちいい
・波がやさしい
・景色がキレイ

2. アクティビティ
・ユーターンしないとトイレがないため、適当な地点でユーターンが必要
・釣り人がいるため、釣果を聞くことができる
・ポケモンがたくさんいるので、さまざまな年代の人たちがスマホ片手に散歩している

3. リラックス
・リフレッシュできる
・天気の良い日にのんびりと海を見に行くには良い場所
・日の出を家族で見に行ける"
2315,2315,波勝崎モンキーベイ,"1. 飲食
・猿のえさを買い、食べさせることができる
・生まれたばかりの子猿もいてとてもかわいかったです

2. 観光スポット
・綺麗な富士山に癒されて到着
・マイクロバスで浜まで降りると猿が沢山います

3. サービス
・身近に親子のお猿さんが見られる"
2316,2316,神奈川県立生命の星・地球博物館,"1. 料金
- 中学生以下は無料
- 大人も520円で入館できる
- 入館料も手頃で駐車場も無料

2. 展示内容
- 恐竜やクイズ、動物の展示があり、化石や昆虫、動物のはく製など盛りだくさん
- 圧巻な隕石や化石の展示
- 昆虫や魚類の標本が豊富

3. サービス
- ボランティアの方々が解説をしてくれる
- 子供たちにとって楽しい
- 子連れファミリーにも適しており、宿題や学習に役立つ展示物がある

4. 施設
- 展示方法も工夫がされ、美しい展示が多く、壁一面のアンモナイトの化石がある
- 広大な展示スペースがある
- 交通の不便な場所にあるが、立派な建物が特徴の一つ

5. 季節ごとのイベントや特徴
- 地球に関する学びの場所で、地球の成り立ちから恐竜の骨格標本まで様々な展示がある
- 自由研究の題材にもってこい
- レストランやお土産屋さん、喫茶店もあるため、飲食も楽しめる"
2317,2317,大船観音,"1. 観音像
　- 観音様の像が大きく、胎内には千体仏が祀られている
　- 内部の雰囲気は神聖で厳か
　- 拝観料が手軽な300円で入場可能

2. 景色とアクセス
　- 山間からの景色がインパクトがあり、高台からは大船周辺も楽しめる
　- 駅から近く、東海道線からも観音様を見下ろせる
　- 晴れた日には景色も良く、外国人観光客も多い

3. 飲食
　- 大船駅東側には様々な飲食店があり、名物の観音もなかが楽しめる
　- 地元民にも愛される和菓子店「朧月」で観音もなか（150円）を購入できる
　- 食事する場所に困らない充実した環境が整っている"
2318,2318,秦野市鶴巻温泉弘法の里湯,"1. 温泉の特徴
・カルシウムを多く含んだ温泉で身体がポカポカする
・神経痛、筋肉痛、慢性消化器病、慢性婦人病などに効能がある
・湯質が良い

2. アクセス
・鶴巻温泉駅から歩いて行ける

3. 貸切の露天風呂
・貸切の露天風呂付き浴場がある

4. 穴場情報
・平日が穴場

5. 温泉施設の設備
・浴槽が広く、混雑した印象がない
・露天風呂も手入れが整っている"
2319,2319,TOKYO RUSK 伊豆ファクトリー,"1. 施設とサービス
・工場直売で様々なラスクが試食可能
・無料のドリンクサーバーやコーヒー、オレンジジュースが飲める
・建物の入り口で野菜の販売
2. 飲食
・ラスクパンがおいしい
・無料のソフトドリンクがあり、長居しやすい雰囲気
3. 季節ごとのイベントや特徴
・土・日はお店の前で新鮮お野菜を売っている
・二階には卓球場があり、無料でできる"
2320,2320,千貫門,"1. 絶景スポット
・雲見温泉から徒歩でアクセスできる
・千貫門の穴越しに沈む夕陽が美しい

2. 自然の静けさ
・静かでゆっくりと風景を味わうことができる

3. 秘境体験
・秘境感がある"
2321,2321,雲見温泉,"1. 飲食
・民宿の料理のレベルが高い
・鮮度と量が圧巻

2. ロケーション
・雲見温泉のロケーションが良い

3. 温泉
・温泉が熱くて気持ちが良い
・足湯や露店風呂がある

4. 観光スポット
・エメラルドブルーの海が心を癒す
・烏帽子山と千貫門は素晴らしい絶景がある
・駿河湾、伊豆西南海岸の大絶壁を見下ろす展望台がある"
2322,2322,久能海岸,"1. 自然の美しさ
・テトラポットがいっぱいで海が青く美しい
・富士山が見える日も有り、絶景

2. ドライブ
・晴れた日にドライブすると気持ちがいい
・海沿いをずっと走れる
・天気がいい日に窓を開けて走ると気持ちがいい

3. 季節ごとのアクティビティ
・冬はイチゴ狩りが楽しめます

4. 観光スポット
・久能山東照宮があり、年始には参拝客でにぎわうスポット
・デートに最適

5. 海のアクティビティ
・浜からの投げ釣りがおすすめ"
2323,2323,小田原さかなセンター,"1. 食材
・安くて新鮮なお魚が買える
・野菜も美味しい食べ方を説明してくれてオススメのアスパラは絶品
・アジのお茶漬けや金目鯛のお茶漬けは美味しい

2. アクセス
・早川駅から歩いてすぐなので行きやすい

3. サービス
・自分の好みを選んで買うことが出来る
・お魚がたくさん売られており、リーズナブルな値段で販売されている
・その場で焼いて食べさせてくれる

4. 場所
・バーベキューのように焼いて食べることができるスペースがある
・近隣には魚介類が楽しめるお店がたくさんある

5. おすすめ
・魚は美味しい
・魚好きにはたまらない場所
・女四人で楽しめた
・雰囲気が良い"
2324,2324,湘南モールフィル,"1. 店舗の充実度
・リーズナブルな子ども服を扱っている店舗がいくつかある
・トイザらスやゲームセンターもあるので、子どもも親も退屈せずに過ごせる
・ペットショップがあり癒される

2. 飲食施設
・フードコートが活気があり、幸楽苑やびっくりドンキー、モスなどが入っている
・食べるところがたくさんあり、ファストフードも入っている
・飲食店が美味しくコスパが良かった

3. 入居店舗
・トイザラスやスーパーの三和などが入っている
・入っているスーパーが広く安い
・リーズナブルな子ども服を扱っている店舗がいくつかある

4. イベントと娯楽
・イベントや人気キャラクターショーがある
・子供が遊べるコーナーやゲームセンターがある
・買い物をしたあとに休憩もできる

5. 雰囲気とアクセス
・広々としていて綺麗で、湘南にあるので海をイメージさせる施設の造り
・駐車場も無料なので予定のない休日は家族で食事したり買い物したりとのんびり過ごせる
・テラスモールでは売り切れの商品が残っている"
2325,2325,亀山湖,"1. 場所
・鴨川に行く前に寄ることができました
・千葉県で紅葉といえば、養老渓谷が有名ですが、亀山湖の紅葉が穴場だと思います

2. アクティビティ
・レンタルボートを借りての探検が楽しかった
・電動のボートを借ることができ、楽ちんでした

3. 雰囲気
・とっても静かな湖でボートを借りて紅葉を楽しむのがおすすめです
・ファミリーでもカップルでもお勧めです"
2326,2326,相模湖,"1. アウトドアスポーツ
・ボートやカヌーなどのスポーツができる
・湖畔を眺め釣り糸を垂らす時間が心が現れる思い

2. アクティビティ
・観光船やゲームセンターがある
・食事をとったり射的をやったりボートに乗ったりできる

3. アクセス
・電車でも車でも東京方面からなら行きやすい
・ＪＲでも行けるのがありがたいです

4. 自然体験
・自然を感じられ、エネルギーをもらえる
・広々として景色が良く、気持ちよかったです

5. グルメ
・近くのレストランがおいしい
・昔懐かしい感じの売店があり、楽しめました

6. リラックス
・何をするでもなく、ゆっくりできました

7. イベント
・イルミネーションがきれいで、デートにはうってつけです
・イルミネーションが想像していたより大きく、湖畔にも可愛くイルミネーションをしてあったりと夜も楽しめました
・イルミネーション以外にもはいれる施設があり、楽しいです"
2327,2327,土肥金山,"1. 買い物
・おみやげやお土産コーナーが充実している
・お土産売り場も金をモチーフにしたものがたくさんあった

2. 体験
・砂金を探す体験が楽しい
・金塊を触ることができる
・温泉砂金採り体験ができる

3. 展示
・坑内巡りがあり、甲斐黄金村とは違った感があった
・坑道を使った展示が面白かった
・金箔のソフトクリームが美味しい

4. 歴史学習
・金山の歴史を学べる
・金塊の重さを体験できる

5. 施設
・駐車場が広く立ち寄りやすい
・建物が綺麗
・広くなく、小さな子供連れにオススメ

6. ガイド
・簡単な解説があり、発見があるかも
・御朱印が自分で押すタイプ

7. 飲食
・金箔のソフトクリームが美味しい
・お土産に金粉入のお茶やコーヒーを買って行くと喜ばれる"
2328,2328,マイルドセブンの丘,"1. 風景
・美瑛丘陵地域の丘のさまざまな顔
・四方に広がる麦畑
・真っ白な雪の丘

2. ドライブロード
・運転のおすすめ
・自転車での観光もおすすめ

3. 観光スポット
・マイルドセブンの丘がビュースポット
・美瑛の魅力が伝わっている
・訪れる価値がある場所"
2329,2329,北アルプス大橋,"1. 自然の美しさ
・青い空とマッチする周辺の山々が美しい
・雪山やロープウエイなどの壮大な景色が見られる

2. 高所が苦手でない人向け
・高所が苦手でない人にはオススメ

3. 避暑に最適
・避暑には持って来い
・澄んだ空気と水の音がいい雰囲気

4. 静かな散策スポット
・都会を離れていい雰囲気の中を散歩できる"
2330,2330,漫湖公園,"1. 自然のトピック
・マングローブが群生し、水鳥も飛来する立派な湖
・干潟が形成され、環境省か何かの施設があり、木製の遊歩道で周遊できる
・ウオーキングの人が大勢、花も咲き、休憩所が多く、クジラのモニュメントも面白い

2. サービスと施設のトピック
・ウオーキングの人が大勢、休憩所が多く設置されている
・木製の遊歩道で周遊できる環境省の施設がある
・鳥の観察地など様々な楽しみが提供されている

3. 観光スポットと交通のトピック
・国道329号線のとよみ大橋から車窓でマングローブ林を見ることができる
・周辺に観光スポットや観光客向けの施設が集まっている
・交通アクセスが便利であり、観光客に人気のスポットである"
2331,2331,海想 平和通り店,"1. デザイン
・沖縄の海や動物を描いたデザインが魅力的
・モティーフが気易いものが多い

2. 商品
・オーガニックTシャツのサイズやタイプが豊富で着心地が良い
・鯨の歯のアクセサリーがお手軽で面白い

3. 雰囲気
・グラスやコーヒーカップなどの雰囲気が良い
・沖縄旅行の度に立ち寄るための定番店"
2332,2332,十勝エコロジーパーク,"1. 施設
・トランポリンや遊水池などの遊ぶ施設があり、子供たちは大喜び
・水洗トイレやゴルフカートなどの便利な施設がある
・広大な公園内にはキャンプ場や自転車、カートの借り物がある

2. 自然
・自然を楽しむことができる
・バードウォッチングが楽しめ、平日の開園直後なので静かで歩きやすい
・無料で利用できる魚の観察施設があり、楽しい

3. イベント
・縁日などの催しがあり、子供たちは満足"
2333,2333,サホロ　ベアマウンテン,"1. 動物
・3匹のクマが見れる
・北海道で生息しているヒグマを自然に近い形で飼育
・間近で見る大きなヒグマは迫力満点

2. サービス
・バスでの見学をオススメ

3. 子供向け
・子供が行きたがっていたので訪問"
2334,2334,松田山ハーブガーデン,"1. 河津桜と富士山の美しい景色
・河津桜が満開で美しい
・富士山とのコラボが美しい

2. 観光スポットとアクティビティ
・ミニ列車で桜を観て回れる
・ウォーキングコースやみかん農園がある
・ハイキングコースとしてもいい
・ハーブガーデンやみかん狩りが楽しめる

3. イベントと特徴
・イベントが一年中楽しめます
・クリスマスのイルミネーションが行われ、子供が喜ぶ
・年末の松田山のみかんは最高に美味しい

4. アクセスと施設
・穴場なスポット
・無料の入園料
・駅からも歩けるし、駐車料金がお得
・ホットな食べ物の屋台があり、体を温める

5. 自然の美しさと景観
・景色が抜群
・周囲が山で、その綺麗さが感動的
・山の上からの眺めが美しい
・足柄平野が一望できる"
2335,2335,都立小金井公園,"1. 自然・季節
・広範囲に渡って見事に桜が咲いている
・四季の花を楽しむことが出来る
・春にはサクラが咲き乱れる

2. 施設・設備
・敷地が広く、花見をしながらスポーツしているファミリーも多かった
・たてもの園が趣があり、立ち寄りたいスポット
・自転車コース、グラスソリ、ターザンロープ、広場、バーベキュースペースなどがある

3. アクティビティ・イベント
・コスモスの花摘み無料体験やハサミの貸出
・無料で楽しめるイベントや遊具、ソリ、トランポリン、ソリゲレンデ
・遊具や自転車が借りられる

4. 飲食・サービス
・ご飯や遊びグッズも充実している
・お弁当を持って1日楽しめます
・中学時代の同級生とBBQを楽しめた"
2336,2336,鋸山ロープウェー,"1. ロープウェイ
・ロープウェイで頂上まで約4分でアクセスできる
・ロープウェイの景色が美しい
・ロープウェイの展望台からの見晴らしが良い

2. サービス
・添乗員の方の説明が細かく丁寧

3. 記念
・昔の電車の乗車券のような切符が記念になる

4. 景色
・景色が素晴らしい"
2337,2337,龍宮城スパ／ホテル三日月,"1. 施設
・プールやお風呂が豊富で、家族やカップルで楽しめます
・大浴場が広く、お風呂を楽しむことができます
・水着エリアと裸エリアが直結しており、動きやすい

2. 飲食
・食物はおいしいし、食べ放題の種類も豊富です
・夜までラーメン屋さんがやっていて、ラーメンは最高です
・夕食バイキングが種類豊富で美味しい

3. 値段
・お値段がお手頃で、大人数で賑やかに過ごすのに最適です
・朝食のみのプランが格安で充実している

4. 季節ごとのイベントや特徴
・美しい風景や富士山の遠景が見られます
・レザーショーや噴水ショーが見れる
・子供が全てに満足している

5. サービス
・アクセスが良い
・利用方法や館内の設備配置がわかりやすい
・家族だけでなく、学生同士にもオススメ"
2338,2338,ハテの浜,"1. 自然の美しさ
・白い砂浜と透明度が高い海が美しい
・海の透明度は想像を超えてる
・景色は最高で幻想的な絶景

2. アクティビティ
・シュノーケリングで色とりどりの魚と一緒に泳げる
・ジェットスキーでウミガメがいる所を走ってくれる

3. アクセスとサービス
・ホテル等でオプショナルツアーが用意されてアクセスしやすい
・地元の人から絶対に行くべき場所と推薦される
・那覇からの飛行機でパイロットが見える絶景の浜"
2339,2339,三笠公園,"1. アクティビティ
- 噴水や滝があり、遊べる
- 戦艦三笠が展示されており、中に入ることができる
- 猿島に行くためのフェリー乗り場になっている

2. 飲食
- 海軍カレーを食べることができる
- おみやげが買えるところがある
- 豊富なお土産を買うことができる

3. 公園
- 記念艦三笠の展示物が充実しており、勉強になる
- 公園が綺麗で清潔
- 広い公園でゆったりとできる

4. 設備
- 自動販売機やトイレも充実しており、小さな売店もある
- 軽い運動に適した広い場所
- 駅から近いので家族で気軽に訪れることができる

5. イベント
- 音楽イベントが開催される野外ステージがある
- 夏の花火大会を見るのにいい場所
- VR体験が楽しめる

6. 歴史
- 貴重な資料があり、実物を見ると歴史を感じられる
- 戦艦三笠と東郷平八郎の銅像、日露戦争時の資料展示がある
- 記念艦三笠の艦内見学や写真撮影ができる

7. サービス
- 案内してくれる方達がいるので、説明を聞くことができます
- 中も充実しており、見ごたえがある
- 適度に遊具があり、お散歩や海を眺められる"
2340,2340,羽黒山（山形県鶴岡市）,"1. 自然美
・杉並木や茶店、柿のかき氷が美味しい
・緑や涼しさが気持ち良い
・森林浴をしながら進める

2. 文化と歴史
・五重の塔や赤い橋、滝が迫力がある
・羽黒山の歴史や文化が感じられる
・国宝五重塔や精進料理が楽しめます

3. 観光スポット
・至近距離で五重塔や爺杉を見ることができる
・神聖な気持ちになれる場所
・修験者の気分を味わうことができます

4. アクティビティ
・五重塔を眺めながら階段を上ることは楽しい
・山頂まで車で行ける
・下りはあっという間

5. 季節の特徴
・秋には気持ちのよい場所
・五重塔は厳かで感動的
・五重塔は期間限定で夜にライトアップしている時期があり、お勧め

6. 施設とサービス
・山頂手前にある茶屋小屋からの景色が格別
・具体例
・具体例

7. アクセスとおすすめポイント
・健脚な人には五重塔へのアクセスもおすすめ
・羽黒山神社は神社のテーマパークっぽい感じ
・羽黒の登山は夏に行くと人が多く寂しくない"
2341,2341,Ｇｒｉｎｐａ（ぐりんぱ）,"1. 施設の魅力
・シルバニアファミリーやウルトラマンのおうち、人形があり、子供だけでなく大人も楽しめる
・室内遊び場や屋外アトラクションが豊富であり、雨の日でも安心して遊べる
・夏は水遊びが楽しめ、季節ごとのイベントも充実している

2. 子供向け施設
・0歳から2歳までの安全なスペースがあり、子供も楽しめる
・ウルトラマンや立体アスレチックなど、子供が喜ぶアトラクションが多数ある
・ピカソのたまごや迷路など、子供たちが一日中楽しめる施設が揃っている

3. アトラクションとイベント
・アスレチック型の体を使えるアトラクションが豊富で、子供向け施設としてお勧め
・季節ごとのイベントや特徴があり、楽しい体験が豊富
・割引もあるため、1日遊びに最適な施設として人気"
2342,2342,奇石博物館,"1. イベント・特徴
・子供たちに楽しい「宝探し」ゲーム
・無料の駐車場完備
・石の発掘体験が楽しめる

2. 展示・楽しみ方
・化石や珍しい石の展示が面白い
・宝石原石のパンフレットがもらえる
・おみやげコーナーも充実

3. 施設・サービス
・ゲームは幅広い年齢層が楽しめる
・親子で熱中する姿が見られる
"
2343,2343,まかいの牧場,"1. イベントの楽しさ
・ハロウィンで仮装すると入場料無料
・アスレチックやクラフト体験
・バラエティーに富んだイベント

2. 動物とのふれあい
・子供が大喜び
・動物にご飯あげたり散歩体験
・羊と遊べる

3. 入場料のお得さ
・1回チケット購入で1ヶ月無料入場
・1ヶ月間有効な入場券
・リピートすればお得

4. 施設・飲食
・富士山の絶景
・レストランも充実
・ピザやジェラートが美味しい

5. お土産体験
・お土産が豊富
・ソフトクリームや食品作り体験
・陶芸体験も楽しめる

6. サービス・接客
・スタッフの接客が良い
・ハンモックもあり癒される
・カフェのパンケーキがオススメ

7. ファミリー向け
・丸1日楽しめる
・子供も飽きずに楽しめる
・ファミリーが多い"
2344,2344,相模川ふれあい科学館　アクアリウムさがみはら,"1. 入場料
・大人300円、子供100円という低価格が魅力
・入場料もリーズナブルで入りやすく、展示物やエサやり体験も充実

2. 展示
・珍しい金魚のアクアリウムや世界のカブトムシの展示がある
・子供が大喜びする蟹の行動展示やオオサンショウウオの存在

3. 子供向け施設
・屋外の水槽では有料ですが、魚に餌をあげることができ、子供が喜ぶ
・タッチパネルで塗り絵をするコーナーがあり、子供達は何度も並んでいた

4. 季節ごとのイベント
・暖かい時期にはザリガニにも触れられる
・外には水遊びができる場所があり、相模川について学べる"
2345,2345,道の駅 鳥海 ふらっと,"1. 飲食
・牡蠣や焼き魚、イカ、エビ、貝類が新鮮
・かき揚げうどんやアジフライ、土ネギ、長芋などの地元の野菜を使用した料理が美味しい
・イカの天ぷらや黒がれいの焼き魚などの海鮮料理が人気

2. サービス
・「ふらっと」には「遊ぽっと」という公園があり、滑り台や自転車の無料貸出があり、家族連れにも人気
・地元の人も利用するコンビニや飲食店があり、便利

3. 値段
・野菜産直コーナーや食事どころが安くて充実しており、リーズナブルに食事や買い物ができる"
2346,2346,七味温泉,"1. 値段
・日帰り入浴が500円と安い
・2人で貸切風呂がお得
・貸切風呂で温度調節が可能

2. サービス
・山深い温泉地で静かでリラックスできる
・貸切風呂で温度調節が可能
・翠色の温泉でポカポカになる

3. 飲食
・なし

4. 設備
・大きな湯舟が谷川のほとりにある
・硫黄温泉が複数引き込まれ、独特の香りがある
・景色が良く、開放感がある

5. 季節ごとのイベントや特徴
・秋には紅葉に囲まれた絶景
・信州高山温泉郷の中でも一押しの温泉"
2347,2347,竹風堂,"1. 飲食
・栗の甘さとソフトクリームのバランスが良い
・甘露煮が絶品
・栗ごはんが美味しい
・栗入りかき氷が癖になりそう
・どら焼山が美味しい
・栗羊羹が濃厚で栗本来の味が楽しめます
・栗のきんつばや栗ようかんが美味しい
・栗ご飯やパフェ、栗ぜんざいなど、栗は本当に美味しい

2. サービス
・駐車場が大きく、中心部に近い
・お土産を選ぶことができる
・お店の雰囲気がよく、居やすい
・テーブルが広めで居やすい
・松本店も良い場所にある
・接客態度が良い

3. 設備
・駐車場は少し狭いが不自由にならない"
2348,2348,竜王スキーパーク,"1. ゲレンデの特徴
・木落としコースやパウダーゲレンデなど、様々なゲレンデが楽しめる
・広々としたバレーエリアには多彩なコースがあり、飽きることがありません

2. 絶景スポット
・ロープウェイを使ってスカイランドエリアへと至ると、言葉では言い表せないほどの絶景が待っています
・ロープウェイからの景色は最高で、朝一番に行くことをお薦めします

3. ゴンドラ体験
・ゴンドラで上に行くと、雪質が良く家族で楽しめます
・ゴンドラにのって標高1170メートルの高さまで登ったのは初めてで、とても興奮しました

4. グルメ体験
・デート用に音楽に照明が雰囲気があり、周りはペンションがあり、どこでもお茶休憩できます
・ソラテラスがあり、そこのカルボナーラがとても美味しかったです"
2349,2349,滋賀県立びわ湖こどもの国,"1. 子供向け施設
・1歳の子供も楽しめる
・直下型の滑り台がある
・広い敷地に遊具がたくさんある

2. 価格
・値段が安い
・有料設備がお手頃
・コストパフォーマンスが高

3. アクティビティ
・ピクニックができる
・コロコロボールなどのユニークな遊具がある
・有料で楽しめるおもしろ自転車などもある

4. 季節ごとのイベント
・函館山のリフト券が付いた宿泊プランがある

5. サービス
・施設内で一日遊んでいられる
・スタッフさんがたくさんいて安心できる
・親御さんたちも優しい"
2350,2350,エンジェルロード,"1. エンジェルロード
　・干潮時に現れる不思議な砂の道
　・恋人同士や家族連れに人気
　・幸せの鐘を鳴らせる場所

2. サービス(案内、接客、ガイド)
　・親切な地元の人が場所を案内してくれる
　・足を洗う場所が整備されている
　・ウォーターシューズの貸し出しあり

3. ロマンチックな雰囲気
　・干潮時に美しい夕焼けを楽しめる
　・カップルにおすすめの聖地
　・エンジェルロードを背景に素敵な写真が撮れる

4. 周辺の景観
　・展望台からの眺めが素晴らしい
　・周囲の島を一周するハイキングが楽しめる
　・海が美しく、写真映えする景色が広がる

5. アクセス
　・高松港からフェリーでアクセスしやすい
　・車で行く場合は無料駐車場あり
　・干潮時刻を事前に調べて計画立てることが重要

6. 季節ごとのイベントや特徴
　・干潮時間に合わせてエンジェルロードを体験
　・潮の満ち引きが楽しめる
　・夏は砂浜で磯遊びが楽しめる

7. 気候
　・季節によって海の色や砂浜の景色が変わる
　・エンジェルロードを様々な季節で楽しむことができる
　・天使の道を歩く時の気候によって景色の楽しみ方が変わる"
2351,2351,八戸公園こどもの国,"1. 施設
・こじんまりとした遊園地で小さな子連れにはちょうどいい
・規模は小さいけど内容は抜群で子供達も充分楽しめる

2. 飲食
・食堂のサービスが優れてほっこりあたたかかった

3. 乗り物
・ジェットコースターやゴーカート、バッテリーカーなどの乗り物が新しいし料金もリーズナブル
・乗り物券もリーズナブル

4. 季節ごとのイベント
・夏には水遊びできる場所もある
・動物園や芝のソリ滑りがあり子供が喜んで遊んでいました
・動物の種類が多くて見ていて楽しかった

5. 設備
・無料で広くて球技やらもできる広場がありお気に入り"
2352,2352,湘南平（高麗山公園）,"1. 展望台の魅力
・夜景が美しい
・展望台の風が気持ち良い
・江ノ島が見える

2. アクセスの便利さ
・ハイキングや車でアクセスしやすい
・幼稚園の遠足の定番

3. 幅広い利用層
・小さな子供も楽しめる
・カップルにオススメ
・春は桜、夏はワイワイ登るのも楽しい"
2353,2353,平塚市総合公園,"1. 施設
・無料で遊べる動物園やアスレチックなど広大な敷地
・ポニー乗馬やコインの乗り物がお安くて楽しい
・テニスや温水プールもあり、イベントもよく開催される

2. サービス
・穏やかなサポーターが多く安心して楽しめる
・無料駐車場があり、近場にある
・動物たちに触れられる、エサあげもできる

3. 子供向けイベント
・広場やレトロな乗り物、ふれあい動物園、水遊び場があり子供たちが楽しめる
・ジャブジャブ池やポニー乗馬、100円で乗れるポニーがある
・広い敷地で遊び続けられるため子供たちは大喜び"
2354,2354,大山（神奈川県伊勢原市）,"1. 紅葉
・大山の紅葉は真っ赤やオレンジ色、黄色がありとてもきれい
・男坂から登り、阿降り神社の茶店で一休み、女坂で大山寺の紅葉を楽しむことができる
・紅葉の時期の大山は、真っ赤なもみじがたくさんありとても綺麗

2. 自然
・自然が豊かで雄大な景色が広がっている
・山頂からの眺めは絶景で、登った甲斐がありました

3. アクセスとサービス
・都心からアクセスのよい山で、ロープーウェイ乗り場までの間にお店が並んでいる
・初心者でも登りやすい山で、登山が苦手な方もロープウェーを使って楽しめるスポット
・山小屋の売店で冷えたキュウリとカップラーメンを楽しむことができる

4. 富士山と眺望
・富士山や相模湾が見える素晴らしい景色が楽しめる
・富士山を見ることができる
・見晴台から下社への道は安心して歩けるよう舗装工事が進められていました"
2355,2355,大山ケーブルカー,"1. ケーブルカーの魅力
・窓が大きく外の景色を楽しめる
・駅員さんの歌声が楽しめる
・リニューアルされた車両で景色を楽しめる

2. 山頂の特徴
・山頂からの眺めが圧巻
・紅葉の時期は美しい
・写真撮影に適している

3. 飲食と土産物
・豆腐や自然薯が有名で購入できる
・食事処や土産物屋が充実
・杖などのアイテムは土産物屋で貸し出し可能

4. 利便性
・ケーブルカーを利用すれば登山が楽になる
・ケーブルカーで阿夫利神社からの景色を楽しめる

5. 季節の魅力
・紅葉の時期に美しい景色が楽しめる
・写真撮影に最適
"
2356,2356,クイーンズスクエア横浜,"1. 交通・アクセス
- みなとみらい線直結で便利
- 地下駐車場からエレベーターで移動可能

2. イベント・季節ごとの特徴
- 毎年12月にはクリスマスツリーが飾られ、ライティングされる
- 夏物SALEが行われる

3. 飲食・ショッピング
- フードコートやレストランが充実
- 飲食店のラインナップが豊富でインパクトがある

4. 雨の日の利便性
- 建物内で全てを完結できるため雨の日でも安心
- 駅から直結で遊びやショッピングを楽しめる

5. 施設・店舗の特色
- ランドマークタワーと直結し、吹き抜けで広々とした通路
- 様々なジャンルのレストランやテイクアウト可能なお店が揃っている

6. 非営業日の雰囲気
- 平日ならスターバックスの席も空いている
- 平日の夜は落ち着いた雰囲気

7. エリアの魅力
- 横浜のショッピングモールとして人気
- みなとみらい線からクイーンズスクエアへ直結でき、マークイズも近い"
2357,2357,道の駅雫石あねっこ,"1. 食事
・ひとめぼれソフトクリームが美味しい
・産直の豆腐やわさび冷麺が美味しい
・手に入るにんにく味噌がご飯のお供に最適

2. お土産
・お土産コーナーが充実している
・地元の人が出品しているので安心して買うことができる
・岩手のお土産やお米味のソフトクリームが美味しい

3. 温泉
・温泉が楽しめ、駐車場も広くて便利
・温泉が併設されており、温泉がよい
・温泉が想像よりもいいお湯で温まりました

4. 設備
・設備が整っている
・トイレの為に必ず寄る場所
・建物は清潔でお店の方も生き生きしている

5. 飲食
・産直の野菜やお菓子がおいしい
・お惣菜やあねっこバーガーが美味しい
・トマトラーメンやフルーツが美味しい

6. サービス
・お土産品が充実している
・食事処やファーストフード、温泉、お土産が充実している
・土産選びが楽しかった

7. 地域情報
・国道46号は景色が良く走りやすい
"
2358,2358,秋田市大森山動物園〜あきぎんオモリンの森〜,"1. 自然環境
・山の中にあるので、気持ちがいい

2. 雰囲気
・夜の動物園は雰囲気が良く、行きたいと思う

3. 施設
・入口などが新しくきれいになった
・小さな遊園地もある

4. 動物
・動物が活発に動いている
・ペンギンが娘のお気に入りスポット
・風太の孫に当たるレッサーパンダの赤ちゃんが可愛い

5. 情報提供
・動物の名前、年齢、特徴などがわかりやすく記載されており、餌付けなども見れる

6. サービス
・エサやりタイムが面白くて、ぞうとオラウータンのエサやりを見ることができた

7. 料金
・年間パスポートや回数券があり、多次元な選択肢がある"
2359,2359,秋田市大森山動物園～あきぎんオモリンの森～,"1. 自然の中にある動物園
・山の中にあるので、気持ちがいい
・入口などが新しくきれいになった
・動物が活発に動いている

2. 魅力的なイベントや特徴
・夜の動物園は雰囲気が良く、行きたいと思う
・子供たちは飽きることがない遊具がある
・小さな遊園地もある

3. 優れたサービスと接客
・子供料金がかからない
・動物との距離が近い
・ペンギンやコツメカワウソなど、人気の動物が観察できる

4. 飲食と売店
・売店にかわいいものがたくさん売っていた
・エサを与えられたりする
・ワイルドな一面を見られるザリガニなどの食事体験も楽しめる

5. 豊富な設備と施設
・売店もかわいいものがたくさん売っていた
・小さな遊園地もある
・子供たちも楽しめる施設が整っている"
2360,2360,マリンゲート塩釜,"1. 飲食
・海鮮丼やお寿司が美味しい
・展望が良いレストランやお食事処がある
・美味しいお店がある

2. サービス
・お土産物屋さんがならんでいて便利
・お土産店や雑貨屋がある
・遊覧船乗り場が便利

3. 観光スポット
・海を見ることができるデートスポット
・船乗り場や船を見ることができる
・島巡り観光船の発着場として利用できる

4. アクセス
・駅からマリンゲートまで歩道橋が出来ている"
2361,2361,富津公園,"1. 景色
・360度の景色が素晴らしい
・海を眺めることが気持ちよい

2. 家族向け施設
・家族で楽しめる公園

3. アクティビティ
・潮干狩りやBBQが楽しめます

4. 特徴的な構造物
・謎の構造物（展望台）がある
・明治百年記念展望塔がある

5. ゲーム要素
・ポケモンgoのスポットが多い"
